"Site","Date","Round","White","Black","Result","ECO","WhiteElo","BlackElo","Annotator","Source","Remark","pgn","ID","Time","Moves","Termination"
"","","","maxstaphouse","Qben","0-1","","1274","1368","","","","","l_299875","              15|10","26","game abandoned"
"Berlin (Germany)","1980.??.??","?","Fries-Nielsen Jens Ove (DEN)","Borik Otto (GER)","1/2-1/2","A03","2355","2390","","","","1.g3 Nf6 2.Bg2 d5 3.f4 c5 4.Nf3 Nc6 5.O-O g6 6.d3 Bg7 7.c3 O-O 8.a4 b6 9.Ne5 Bb7 10.Nxc6 Bxc6 11.Nd2 Ng4 12.Nf3 d4 13.Bd2 Rc8 14.h3 Nf6 15.e4 dxe3 16.Bxe3 Nd5 17.Bf2 e6 18.Ne5 Bxe5 19.fxe5 Ne7 20.c4 Bxg2 21.Kxg2 Nc6 22.Qe2 Rc7 23.Be3 Rd7 24.Rad1 Re8 25.Bf4 Nd4 26.Qf2 f5 27.exf6 Qxf6 28.Rde1 Nc6 29.Qe2 Nd4 30.Qe4 Qf5 31.g4 Qxe4+ 32.Rxe4 Rf8 33.Bh6 Rxf1 34.Kxf1 Re7 35.Ke1 e5 36.Bf4 1/2-1/2')"">","o_299876","","",""
"Berlin (Germany)","1980.??.??","?","Fries-Nielsen Jens Ove (DEN)","Klauner Thei","1-0","A07","2355","2200","","","","1.g3 e5 2.Bg2 Nc6 3.d3 Nf6 4.Nf3 d5 5.O-O Be7 6.c3 h6 7.Nbd2 Be6 8.e4 dxe4 9.dxe4 Qd7 10.Qe2 O-O 11.Nc4 Bg4 12.Qc2 Qe6 13.Ne3 Bc5 14.Nh4 Rad8 15.Nhf5 Ne7 16.Nxg4 Nxg4 17.b4 Bb6 18.Nxe7+ Qxe7 19.Qe2 Nf6 20.a4 a5 21.bxa5 Bxa5 22.Ba3 c5 23.Qc4 b6 24.Rab1 Qc7 25.Bf3 Rd7 26.Rfd1 Rfd8 27.Rxd7 Rxd7 28.Rd1 Rxd1+ 29.Bxd1 Qd7 30.Bb3 Qd2 31.Qxf7+ Kh7 32.Kg2 Qe2 33.Qc4 Qxc4 34.Bxc4 Bxc3 35.h3 g5 36.Bc1 Kg7 37.Kf3 Bd4 38.Bd2 Kg6 39.Be6 Ne8 40.Ke2 Kf6 41.Bd5 Nd6 42.f4 b5 43.fxg5+ hxg5 44.a5 c4 45.Bb4 Nc8 46.Bc6 Na7 47.Bd7 Kg6 48.Kd2 Kf6 49.Kc2 Bf2 50.Bd6 Bd4 51.Kb1 Bf2 52.Kb2 Bd4+ 53.Ka3 Be3 54.Kb2 Bd4+ 55.Ka2 Be3 56.h4 gxh4 57.gxh4 Bd4 58.Ka3 Be3 59.Kb2 Bd4+ 60.Kb1 Be3 61.Bb8 b4 62.Bxa7 Bxa7 63.Bb5 c3 64.Kc2 Kg6 65.Be2 Bc5 66.Kb3 Kf6 67.Bd1 Ke6 68.h5 Kd7 69.h6 Bf8 70.h7 Bg7 71.Kxb4 Kc6 72.Bc2 Bh8 73.Bd3 1-0')"">","o_299877","","",""
"","","","MUSICJIM","blove55","0-1","","910","1062","","","","","l_299877","              2 min","10","checkmate"
"Berlin (Germany)","1980.??.??","?","Fries-Nielsen Jens Ove (DEN)","Messa Roberto (ITA)","1/2-1/2","A08","2355","2265","","","","1.e4 e6 2.d3 d5 3.Nd2 Nf6 4.Ngf3 c5 5.g3 Nc6 6.Bg2 Be7 7.O-O b6 8.Re1 Bb7 9.c3 Qc7 10.e5 Nd7 11.d4 cxd4 12.cxd4 Nb4 13.Re3 Qc2 14.Qe1 Rc8 15.Nb3 Qg6 16.Nh4 Bxh4 17.Qxb4 Be7 18.Qe1 a5 19.Bf1 O-O 20.Bd3 Qg4 21.Be2 Qg6 22.Bd3 Qg4 23.Be2 Qg6 24.Bd3 1/2-1/2')"">","o_299878","","",""
"","","","matijako","belphegor","0-1","","1658","1662","","","","","l_299878","              5 min","32","time"
"Berlin (Germany)","1980.??.??","?","Fries-Nielsen Niels Jorgen (DEN)","Barry Colm (IRL)","1-0","A39","2315","2250","","","","1.Nf3 Nf6 2.c4 c5 3.Nc3 Nc6 4.g3 g6 5.Bg2 Bg7 6.O-O O-O 7.d4 cxd4 8.Nxd4 Nxd4 9.Qxd4 d6 10.Qd3 Rb8 11.e4 a6 12.Rd1 Be6 13.Qe2 Qc8 14.Nd5 Bxd5 15.exd5 Qc7 16.Be3 Nd7 17.Rac1 a5 18.b3 Nc5 19.Re1 Rfe8 20.Bd2 Qb6 21.Bh3 Na6 22.Bd7 Red8 23.Bb5 Bf6 24.Bc3 Bxc3 25.Rxc3 Nc7 26.Ba4 Qb4 27.Re3 b5 28.Bxb5 Nxb5 29.cxb5 Qxb5 30.Qf3 Rbc8 31.Rxe7 Rf8 32.Qe4 Rc5 33.Rd1 Rc3 34.Qd4 Rc2 35.Qd3 Qc5 36.Re2 Rc3 37.Qd4 Qc7 38.h4 Rc5 39.h5 gxh5 40.Qh4 Qd8 41.Qxh5 Qf6 42.Re4 Rc2 43.Rf4 Qe7 44.Qf5 Rc7 45.Kg2 f6 46.Qe6+ Rf7 47.Rc4 Kg7 48.Qxe7 Rfxe7 49.Rc6 Kf7 50.Rd2 Red7 51.Kf3 Ke7 52.Ke4 Rb7 53.Rd4 Kf7 54.Rdc4 Kg6 55.Kd4 Kf5 56.Ra6 Rb5 57.Ra4 Re7 58.R6xa5 Rxa5 59.Rxa5 Re2 60.f3 Rg2 61.Ra7 h5 62.Rg7 h4 63.g4+ Kf4 64.Rg6 Rxa2 65.Rxf6+ Kg3 66.Rxd6 Kxf3 67.g5 h3 68.Rh6 Kg2 69.g6 Ra1 70.Ke5 Rb1 71.d6 h2 72.Ke6 Rxb3 73.g7 Re3+ 74.Kf7 Rf3+ 1-0')"">","o_299879","","",""
"","","","Lex-Lawless","IM","","","1629","1975","","","","","l_299879","              2|2","59","resignation"
"Berlin (Germany)","1980.??.??","?","Fries-Nielsen Niels Jorgen (DEN)","Defize Alain (BEL)","1-0","A00","2315","2284","","","","1.e3 Nf6 2.Nf3 g6 3.b4 Bg7 4.Bb2 O-O 5.Be2 d6 6.O-O e5 7.d3 Nbd7 8.Nbd2 Nd5 9.c3 c6 10.Qb3 Kh8 11.c4 Nc7 12.d4 Qe7 13.c5 exd4 14.cxd6 Qxd6 15.Nxd4 Nd5 16.a3 N7f6 17.Bf3 Bg4 18.e4 Bxf3 19.N4xf3 1-0')"">","o_299880","","",""
"Berlin (Germany)","1980.??.??","?","Fries-Nielsen Niels Jorgen (DEN)","Goldenberg Richard (FRA)","1/2-1/2","A30","2315","2365","","","","1.Nf3 Nf6 2.c4 c5 3.Nc3 e6 4.g3 b6 5.Bg2 Bb7 6.O-O Be7 7.b3 O-O 8.Bb2 d6 9.d4 cxd4 10.Qxd4 a6 11.Rfd1 Nbd7 12.Rac1 Qb8 13.Ng5 Bxg2 14.Kxg2 Qb7+ 15.f3 Rfd8 16.Qe3 Re8 17.Qf4 Rad8 18.Nge4 d5 19.Nd6 Bxd6 20.Qxd6 Nc5 21.Qe5 dxc4 22.bxc4 Qc6 23.Rxd8 Rxd8 24.Rd1 Rxd1 25.Nxd1 Ncd7 26.Qc3 h6 1/2-1/2')"">","o_299881","","",""
"","","","watchthehit","ml02","0-1","","1393","1538","","","","","c_299881","5 days","32","checkmate"
"Berlin (Germany)","1980.??.??","?","Giffard Nicolas (FRA)","Bouwmeester Hans (NED)","1/2-1/2","A32","2300","2363","","","","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.g3 c5 5.Nf3 O-O 6.Bg2 cxd4 7.Nxd4 d5 8.cxd5 Nxd5 9.Bd2 Nxc3 10.Bxc3 Bxc3+ 11.bxc3 e5 12.Nb3 Qc7 13.Qd2 Be6 14.O-O Nd7 15.Qe3 a5 16.Rab1 a4 17.Nc1 Nc5 18.Rb5 Rac8 19.Rb4 Rfd8 20.a3 h6 21.Nd3 Nxd3 22.exd3 Qxc3 23.Rxa4 b5 24.Ra7 Rxd3 25.Qb6 Qd4 26.Qxb5 Rdc3 27.Qa6 e4 28.Ra8 e3 29.fxe3 Qxe3+ 30.Kh1 Rc2 31.Rxc8+ Bxc8 32.Qa8 g6 1/2-1/2')"">","o_299882","","",""
"","","","sallykw","sodakrome","0-1","","1091","946","","","","","l_299882","              10 min","35","resignation"
"Berlin (Germany)","1980.??.??","?","Giffard Nicolas (FRA)","Hecht Hans-Joachim (GER)","1/2-1/2","E20","2300","2485","","","","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Bd2 d5 5.cxd5 exd5 6.Nf3 O-O 7.g3 c5 8.Bg2 cxd4 9.Nxd4 Nc6 10.Nxc6 bxc6 11.O-O Be6 12.Na4 Bxd2 13.Qxd2 Ne4 14.Qd4 Qa5 15.Rac1 c5 16.Nxc5 Nxc5 17.Rxc5 Qxa2 18.Bxd5 1/2-1/2')"">","o_299883","","",""
"","","","jax88","hanzthedark21","1-0","","953","997","","","","","l_299883","              10 min","6","resignation"
"Berlin (Germany)","1980.??.??","?","Giffard Nicolas (FRA)","Kristiansen Jens (DEN)","1/2-1/2","E20","2300","2430","","","","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.g3 c5 5.Nf3 Ne4 6.Qd3 Qa5 7.Qxe4 Bxc3+ 8.Bd2 Bxd2+ 9.Nxd2 O-O 10.dxc5 Na6 11.Bg2 Nxc5 12.Qb1 Na6 13.a3 d6 14.b4 Qc7 15.O-O Bd7 16.Qb2 Rad8 17.Rac1 Nb8 18.Rfe1 Bc6 19.e4 b6 20.Nf1 Nd7 21.Ne3 Bb7 22.Red1 Nf6 23.Qb1 Qb8 24.Rd2 Qa8 25.f3 Rd7 26.Rcd1 Rfd8 27.Qb2 1/2-1/2')"">","o_299884","","",""
"","","","rogersrabe","hnawkan","0-1","","1469","1510","","","","","l_299884","              10 min","36","time"
"Berlin (Germany)","1980.??.??","?","Giffard Nicolas (FRA)","Speelman Jonathan S (ENG)","0-1","E20","2300","2490","","","","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.g3 O-O 5.Bg2 d5 6.Nf3 dxc4 7.O-O Nc6 8.Re1 Nd5 9.Qc2 Be7 10.e3 Ncb4 11.Qe2 Nd3 12.Rf1 c5 13.dxc5 Nxc3 14.bxc3 Qc7 15.Nd2 Qxc5 16.Qg4 Ne5 17.Qd4 Rd8 18.Qxc5 Bxc5 19.Rb1 Rb8 20.Ne4 Be7 21.Rb5 Nd3 22.Ra5 f5 0-1')"">","o_299885","","",""
"","","","gresno","mojo69","0-1","","1336","1234","","","","","l_299885","              10 min","44","time"
"Berlin (Germany)","1980.??.??","?","Goldenberg Richard (FRA)","Hofland Leonard (NED)","1/2-1/2","E62","2365","2300","","","","1.Nf3 Nf6 2.c4 g6 3.Nc3 Bg7 4.g3 O-O 5.Bg2 c6 6.d4 d6 7.O-O Bf5 8.Nh4 Be6 9.d5 cxd5 10.cxd5 Bd7 11.Be3 Na6 12.h3 b5 13.a3 Qc8 14.Kh2 Qb7 15.Nf3 Nc7 16.Nd4 Nfxd5 17.Nxd5 Nxd5 18.Qb3 Be6 19.Nxe6 fxe6 20.Rad1 Kh8 21.Rxd5 exd5 22.Bxd5 Qd7 23.Bxa8 Rxa8 24.Rc1","o_299886","","",""
"","","","BigSki","oscaramelia","0-1","","1149","1175","","","","","l_299886","              5 min","46","time"
"Berlin (Germany)","1980.??.??","?","Hartoch Robert G (NED)","Iannaccone Ernesto (ITA)","1-0","C47","2395","2375","","","","1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nc3 Bb4 6.Nxc6 bxc6 7.Bd3 d5 8.exd5 Qe7+ 9.Qe2 Qxe2+ 10.Kxe2 cxd5 11.Bd2 O-O 12.Nb5 Bxd2 13.Kxd2 c5 14.f3 Bd7 15.b3 a6 16.Na3 Rfd8 17.Rhd1 Be6 18.c4 d4 19.Nc2 Rab8 20.Rab1 a5 21.Re1 Rdc8 22.Na3 Kf8 23.Nb5 Re8 24.Re5 Bd7 25.Re2 Bc6 26.Rbe1 Bd7 27.Re5 Bxb5 28.cxb5 Nd7 29.Rd5 Rxe1 30.Kxe1 Ke7 31.Bf5 Nf6 32.Rxc5 Kd6 33.Rc6+ Ke5 34.Bd3 Nd5 35.a3 Nf4 36.Bf1 Rd8 37.g3 Nd5 38.Kd2 Nc3 39.a4 Nd5 40.f4+ Kf5 41.Bh3+ 1-0')"">","o_299887","","",""
"","","","0gilbaya","swimmer1","0-1","","647","838","","","","","l_299887","              8|10","9","resignation"
"Berlin (Germany)","1980.??.??","?","Hartoch Robert G (NED)","Kristiansen Jens (DEN)","1-0","A46","2395","2430","","","","1.Nf3 Nf6 2.g3 b5 3.Bg2 Bb7 4.O-O c5 5.c3 e6 6.d4 Nc6 7.Bg5 d5 8.Nbd2 Be7 9.dxc5 Bxc5 10.e4 Ne7 11.Bxf6 gxf6 12.exd5 Nxd5 13.Nb3 Bb6 14.Nfd4 Qd7 15.Rc1 O-O 16.Nxb5 Qxb5 17.c4 Qa4 18.cxd5 Rfd8 19.Nc5 Qxd1 20.Rfxd1 Bxd5 21.Bxd5 Rxd5 22.Rxd5 exd5 23.Kf1 Re8 24.b3 f5 25.Nd7 Bd4 26.Rd1 Bc3 27.Rxd5 Re1+ 28.Kg2 Re2 29.a4 Rb2 30.Rxf5 Rxb3 31.Rf3 Kg7 32.Ne5 f6 33.Nc4 Kg6 34.Rd3 1-0')"">","o_299888","","",""
"","","","Leefer","siliconprakash","0-1","","1001","1166","","","","","l_299888","              5|5","16","resignation"
"Berlin (Germany)","1980.??.??","?","Hartoch Robert G (NED)","Roos Daniel (FRA)","0-1","B25","2395","2380","","","","1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.O-O O-O 5.d3 d6 6.e4 c5 7.Nc3 Nc6 8.Be3 Rb8 9.h3 b6 10.Qd2 e5 11.Bh6 Be6 12.Bxg7 Kxg7 13.Ng5 h6 14.Nxe6+ fxe6 15.a3 Nd4 16.Ne2 Nh5 17.Nxd4 exd4 18.e5 d5 19.c3 dxc3 20.bxc3 Kh7 21.Kh2 Ng7 22.f4 Qc7 23.g4 Rf7 24.Qe3 Rbf8 25.c4 d4 26.Qg3 g5 27.fxg5 hxg5 28.Rxf7 Rxf7 29.Rf1 Rxf1 30.Bxf1 Ne8 31.h4 Kg6 32.Bg2 gxh4 33.Qxh4 Qf7 34.Be4+ Kg7 35.Qg5+ Kf8 36.Qh6+ Kg8 37.Kh3 Nc7 38.Kh4 b5 39.Qg5+ Kf8 40.Qd8+ Kg7 41.Qg5+ Kf8 42.cxb5 Nxb5 43.Qf6 Qxf6+ 44.exf6 Nxa3 45.g5 Kf7 46.Kh5 c4 47.dxc4 Nxc4 48.Kh6 Ne5 49.Kh7 a5 50.Bf3 a4 51.Bh5+ Kf8 52.Be2 a3 53.Bc4","o_299889","","",""
"Berlin (Germany)","1980.??.??","?","Hartston William R (ENG)","Messa Roberto (ITA)","1-0","D32","2465","2265","","","","1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 cxd4 5.Qa4+ Bd7 6.Qxd4 exd5 7.Qxd5 Nc6 8.Nf3 Nf6 9.Qd1 Bc5 10.e3 Qe7 11.Be2 g5 12.O-O g4 13.Nd4 O-O-O 14.b4 Bb6 15.b5 Ne5 16.Qb3 g3 17.fxg3 Neg4 18.Bxg4 Bxg4 19.Na4 Bxd4 20.exd4 Nd5 21.Bf4 Nxf4 22.Rxf4 Be6 23.Qe3 Rhe8 24.Re1 Qd7 25.Qd3 b6 26.Nc3 Bf5 27.Qc4+ Kb8 28.Rxe8 Rxe8 29.d5 Re3 30.Qd4 Rd3 31.Qe5+ Kb7 32.Qxf5 1-0')"">","o_299890","","",""
"Berlin (Germany)","1980.??.??","?","Hartston William R (ENG)","Schneider Bernd_ (GER)","1-0","A99","2465","2427","","","","1.d4 e6 2.c4 f5 3.g3 Nf6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Qe8 8.b3 a5 9.e3 Qh5 10.Ba3 Na6 11.d5 Nb4 12.dxe6 Bxe6 13.Nd4 Qxd1 14.Rfxd1 Bc8 15.Rd2 c6 16.Rad1 Rd8 17.Nc2 Nxc2 18.Rxc2 Kf8 19.Rcd2 Ne8 20.Ne2 Be6 21.Nd4 Kf7 22.Bh3 a4 23.Bb2 axb3 24.axb3 g6 25.e4 Bc8 26.exf5 Kf8 27.Kg2 g5 28.Ne6+ Bxe6 29.fxe6 Ra5 30.f4 d5 31.fxg5 Bxg5 32.Rf2+ 1-0')"">","o_299891","","",""
"","","","Rael","Luis1139","1-0","","1234","970","","","","","c_299891","3 days","21","time"
"","","","bibhas_chatterjee","PersianEmpire","0-1","","1140","1243","","","","","l_299891","              10 min","46","checkmate"
"Berlin (Germany)","1980.??.??","?","Hecht Hans-Joachim (GER)","Dunne David (IRL)","1-0","A13","2485","2290","","","","1.Nf3 Nf6 2.c4 e6 3.b3 c5 4.Bb2 Nc6 5.e3 Be7 6.Be2 O-O 7.O-O b6 8.d4 cxd4 9.Nxd4 Bb7 10.Nc3 Qb8 11.Qd2 d6 12.Rad1 Rd8 13.e4 a6 14.Rfe1 Nxd4 15.Qxd4 Bc6 16.Bd3 e5 17.Qe3 b5 18.Nd5 Bxd5 19.exd5 bxc4 20.Bxc4 Nd7 21.Qe2 Qb6 22.Bc1 Nc5 23.Be3 a5 24.Bb5 Rab8 25.Bc6 Rdc8 26.Rc1 Qd8 27.Rc4 Rb4 28.Rxb4 axb4 29.Qc4 Qa5 30.a4 Na6 31.Qb5 Qxb5 32.axb5 Nc5 33.b6 Rb8 34.Bxc5 dxc5 35.Rxe5 Bd6 36.Re1 g6 37.b7 Kg7 38.Kf1 Kf6 39.Ke2 Ke7 40.Kd3+ Kd8 41.Kc4","o_299892","","",""
"","","","tommy_n","sierrari","","","1363","1170","","","","","l_299892","              15|10","26","game abandoned"
"Berlin (Germany)","1980.??.??","?","Hecht Hans-Joachim (GER)","Zichichi Alvise (ITA)","1/2-1/2","B40","2485","2267","","","","1.e4 c5 2.Nf3 e6 3.Nc3 a6 4.g3 Nc6 5.Bg2 Nge7 6.O-O d6 7.d3 g6 8.Be3 Bg7 9.Qd2 O-O 10.Bh6 e5 11.Nh4 Bd7 12.Bxg7 Kxg7 13.f4 f6 14.Rf2 Qa5 15.Raf1 Rae8 16.h3 b5 17.a3 Qd8 18.Nd1 a5 19.Ne3 b4 20.f5 Nd4 21.Ng4 Ng8 22.c3 bxc3 23.bxc3 Nb3 24.Qc2 a4 25.Ne3 Ne7 26.g4 g5 27.Nf3 Bc6 28.Nxe5 fxe5 29.f6+ Kh8 30.fxe7 Qxe7 31.Nf5 Qe6 32.Qe2 Rg8 33.Ng3 Rg6 34.Nh5 c4 35.dxc4 Nc5 36.Qe3 Reg8 37.Rf6 Rxf6 38.Nxf6 Rg6 39.Nh5 h6 40.Qf2 Qxc4 41.Qf8+ Qg8 42.Qe7 Re6 43.Qc7 Be8 44.Kh2 Bg6 45.Rb1 Nb3 46.Ng3 Qf8 47.Nf5 Bxf5 48.exf5 Re8 49.Rd1 Rd8 50.f6 Nc5 51.Qe7 Qxe7 52.fxe7 Re8 53.Rxd6 Rxe7 54.Rxh6+ Kg7 55.Rc6 Nb3 56.Be4 Nd2 57.Bd5 e4 58.Re6 Rxe6 59.Bxe6 Kf6 60.Bd7 Nc4 61.Bxa4 Nxa3 62.Kg3 Ke5 63.Bc6 Nb1 64.Bxe4 1/2-1/2')"">","o_299893","","",""
"","","","vikevr","JBRef","1-0","","1358","1433","","","","","l_299893","              5 min","19","time"
"Berlin (Germany)","1980.??.??","?","Hofland Leonard (NED)","Fries-Nielsen Jens Ove (DEN)","0-1","A30","2300","2355","","","","1.c4 c5 2.Nf3 e6 3.g3 b6 4.Bg2 Bb7 5.O-O Nf6 6.b3 Be7 7.Bb2 O-O 8.Nc3 d6 9.d4 cxd4 10.Nxd4 Bxg2 11.Kxg2 a6 12.e3 Ra7 13.Qf3 Qc8 14.Rfd1 Rc7 15.Rac1 Nbd7 16.e4 Qb7 17.Qe2 Re8 18.f3 Bf8 19.Nc2 Rb8 20.Nd4 Rbc8 21.Qe3 Ne5 22.h3 Ned7 23.Kh2 Re8 24.Re1 Rc5 25.Ba3 Rcc8 26.Bb2 Ne5 27.Qe2 Ng6 28.Nc2 Qb8 29.f4 h5 30.e5 dxe5 31.fxe5 h4 32.Ne4 Nd7 33.Ng5 hxg3+ 34.Kxg3 Ndxe5 35.Bxe5 Nxe5 36.Kg2 Ng6 37.Qe4 Rc5 38.Nf3 Rh5 39.Rh1 Rd8 40.Ncd4 Bc5 41.Rcd1 0-1')"">","o_299894","","",""
"","","","thomaq1964","ebruno","1-0","","1614","1503","","","","","l_299894","              10 min","24","time"
"Berlin (Germany)","1980.??.??","?","Hofland Leonard (NED)","Hartston William R (ENG)","1/2-1/2","A36","2300","2465","","","","1.c4 g6 2.Nc3 c5 3.g3 Bg7 4.Bg2 Nc6 5.d3 e6 6.e4 Nge7 7.Nge2 d6 8.O-O O-O 9.Rb1 b6 10.Be3 Nd4 11.Qd2 Bb7 12.Bh6 Nxe2+ 13.Nxe2 e5 14.Be3 Qd7 15.Nc3 f5 16.f4 Rae8 17.Kh1 exf4 18.gxf4 Nc6 19.Nd5 Nd4 20.b4 Bc6 21.Rbe1 Kh8 22.b5 Bxd5 1/2-1/2')"">","o_299895","","",""
"","","","bhandareez","crhdbinny","0-1","","1138","1625","","","","","l_299895","              5 min","36","time"
"Berlin (Germany)","1980.??.??","?","Hofland Leonard (NED)","Rupeni Franco (ITA)","1/2-1/2","A34","2300","2240","","","","1.c4 Nf6 2.Nc3 c5 3.Nf3 d5 4.cxd5 Nxd5 5.e4 Nb4 6.Bb5+ Bd7 7.a3 Bxb5 8.axb4 Bd3 9.Ne5 Nc6 10.Nxc6 bxc6 11.bxc5 e5 12.b4 Be7 13.Qf3 O-O 14.Nd5 Bb5 15.Nxe7+ Qxe7 16.d3 Rfd8 17.Ra3 Rd4 18.O-O Rxb4 19.Be3 Rd8 20.Qd1 Rxe4 21.dxe4 Rxd1 22.Rxd1 h6 23.Ra2 1/2-1/2')"">","o_299896","","",""
"","","","CoachTal","pedro14","1-0","","1431","1056","","","","","l_299896","              3 min","30","time"
"Berlin (Germany)","1980.??.??","?","Hoi Carsten (DEN)","Roos Daniel (FRA)","1/2-1/2","D91","2410","2380","","","","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bg5 Ne4 6.Bh4 Nxc3 7.bxc3 c5 8.e3 Nc6 9.cxd5 Qxd5 10.Be2 cxd4 11.cxd4 O-O 12.O-O b6 13.Rc1 Bb7 14.Qa4 e6 15.Rc2 a6 16.Rfc1 Rfc8 17.Nd2 b5 18.Qb3 Qxb3 19.axb3 Nb4 20.Rxc8+ Rxc8 21.Rxc8+ Bxc8 22.Ne4 e5 23.Nf6+ Bxf6 24.Bxf6 exd4 25.Bxd4 Nc6 26.Bc5 Kg7 27.Kf1 Kf6 28.Ke1 Ke5 29.Kd2 Kd5 30.Bf8 Bb7 31.Kc3 Ke6 32.e4 Ke5 33.f3 f6 34.g3 Ke6 35.f4 Kf7 36.Bc5 Bc8 37.g4 Bd7 38.h4 Nd8 39.f5 Nc6 40.Bd6 Kg7 41.Bd3 h6 42.Bf4 g5 43.hxg5 hxg5 44.Bd6 Be8 45.Be2 Bd7 46.b4 Be8 47.Bd1","o_299897","","",""
"","","","vvv1702","gif","1-0","","1389","1509","","","","","l_299897","              30 min","25","resignation"
"Berlin (Germany)","1980.??.??","?","Iannaccone Ernesto (ITA)","Borik Otto (GER)","0-1","B51","2375","2390","","","","1.e4 c5 2.Nf3 d6 3.Bb5+ Nc6 4.O-O Bd7 5.c3 a6 6.Bxc6 Bxc6 7.Re1 e5 8.d4 Qc7 9.Nbd2 b5 10.Nf1 Nf6 11.Ng3 g6 12.b3 Bg7 13.dxc5 dxc5 14.Bb2 Nd7 15.Qc2 O-O 16.c4 b4 17.Nd2 Bh6 18.Ndf1 Rfe8 19.Bc1 Bf4 20.Ne3 Bxe3 21.Bxe3 Bb7 22.Bh6 Nb8 23.Nf1 Nc6 24.Ne3 Nd4 25.Qd2 f5 26.exf5 gxf5 27.Ng4 Kh8 28.Bg5 Re6 29.Nxe5 Rg8 30.f3 Qg7 31.Bf4 Rxe5 32.Bxe5 Nxf3+ 33.Kh1 Nxe5 0-1')"">","o_299898","","",""
"","","","The_Priest","questm","draw","","1489","1284","","","","","l_299898","              10|10","53","draw"
"Berlin (Germany)","1980.??.??","?","Iannaccone Ernesto (ITA)","Hoi Carsten (DEN)","1/2-1/2","B08","2375","2410","","","","1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.Nc3 Nf6 5.Be2 O-O 6.O-O a6 7.Re1 Nc6 8.d5 Ne5 9.Nxe5 dxe5 10.Be3 Qd6 11.Bf3 Bd7 12.Nb1 e6 13.c4 exd5 14.c5 Qe6 15.exd5 Qf5 16.Nc3 e4 17.Be2 Bb5 18.Bxb5 axb5 19.Bd4 Rfd8 20.Qc2 b4 1/2-1/2')"">","o_299899","","",""
"","","","ralphpetrillo","rdydmy","0-1","","1611","1592","","","","","l_299899","              1 min","42","time"
"Berlin (Germany)","1980.??.??","?","Iannaccone Ernesto (ITA)","Keene Raymond D (ENG)","1/2-1/2","B08","2375","2460","","","","1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.Nc3 Nf6 5.Be2 O-O 6.O-O Na6 7.Re1 c6 8.a4 Nb4 9.h3 a5 10.Bc4 d5 11.exd5 cxd5 12.Bb3 Bf5 13.Nh4 Rc8 14.Nxf5 gxf5 15.Nb5 Kh8 16.c3 Nc6 17.Bc2 e6 18.Bf4 Ne7 19.Bd6 Ne4 20.Bxe4 fxe4 21.Ba3 Rc6 22.c4 Rxc4 23.Rc1 Rc6 24.Qd2 f5 25.Na7 Rxc1 26.Rxc1 Rg8 27.Rc5 Ng6 28.Rc8 Qd7 29.Rxg8+ Kxg8 30.Nb5 b6 31.Bd6 Bf6 32.Bc7 Bd8 33.Bg3 Kg7 34.Qc1 h6 35.b3 h5 36.Bd6 h4 37.Bb8 Kg8 38.Bd6 Kg7 39.Bb8 Kh7 40.Bd6 Kg7 41.Kf1 1/2-1/2')"">","o_299900","","",""
"","","","ksenter","aop","0-1","","1267","1247","","","","","l_299900","              2 min","22","checkmate"
"Berlin (Germany)","1980.??.??","?","Jadoul Michel (BEL)","Hofland Leonard (NED)","1/2-1/2","B07","2336","2300","","","","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Bg5 h6 5.Bf4 c6 6.Qd2 Qa5 7.f3 e5 8.dxe5 dxe5 9.Be3 Be6 10.Nge2 Nbd7 11.Nc1 Rd8 12.Nb3 Bxb3 13.cxb3 Nc5 14.Qc2 Ne6 15.Rd1 Rxd1+ 16.Kxd1 Bg7 17.Kc1 O-O 18.a3 Nd4 19.Bxd4 exd4 20.Nd1 Nd7 21.b4 Qc7 22.Nf2 b6 23.b5 Rc8 24.bxc6 Qxc6 25.Qxc6 Rxc6+ 26.Kb1 Ne5 27.Bd3 Kf8 1/2-1/2')"">","o_299901","","",""
"","","","Chesstosterone","peva","0-1","","1200","1064","","","","","c_299901","2 minutes","2","resignation"
"","","","mgunasekar","SuperPosh","0-1","","926","1456","","","","","l_299901","              15|10","6","resignation"
