"variable","class","unique","is.na","has.content","empty.strings","File"
"Moves","character",82,0,1540,1000,"data/chess.com IDs 20001-21000.csv"
"Termination","character",6,0,1540,1000,"data/chess.com IDs 20001-21000.csv"
"Site","character",44,0,984,1545,"data/chess.com IDs 21001-22000.csv"
"Date","character",3,0,999,1530,"data/chess.com IDs 21001-22000.csv"
"Round","character",31,0,999,1530,"data/chess.com IDs 21001-22000.csv"
"White","character",1202,0,2529,0,"data/chess.com IDs 21001-22000.csv"
"Black","character",1212,0,2529,0,"data/chess.com IDs 21001-22000.csv"
"Result","character",6,0,2358,171,"data/chess.com IDs 21001-22000.csv"
"ECO","character",260,0,999,1530,"data/chess.com IDs 21001-22000.csv"
"WhiteElo","integer",803,0,2529,0,"data/chess.com IDs 21001-22000.csv"
"BlackElo","integer",826,0,2529,0,"data/chess.com IDs 21001-22000.csv"
"Annotator","logical",1,2529,0,0,"data/chess.com IDs 21001-22000.csv"
"Source","logical",1,2529,0,0,"data/chess.com IDs 21001-22000.csv"
"Remark","character",6,0,258,2271,"data/chess.com IDs 21001-22000.csv"
"pgn","character",1000,0,999,1530,"data/chess.com IDs 21001-22000.csv"
"ID","character",2529,0,2529,0,"data/chess.com IDs 21001-22000.csv"
"Time","character",135,0,1530,999,"data/chess.com IDs 21001-22000.csv"
"Moves","character",87,0,1530,999,"data/chess.com IDs 21001-22000.csv"
"Termination","character",6,0,1530,999,"data/chess.com IDs 21001-22000.csv"
"Site","character",39,0,999,1532,"data/chess.com IDs 22001-23000.csv"
"Date","character",4,0,1000,1531,"data/chess.com IDs 22001-23000.csv"
"Round","character",21,0,1000,1531,"data/chess.com IDs 22001-23000.csv"
"White","character",1215,0,2531,0,"data/chess.com IDs 22001-23000.csv"
"Black","character",1195,0,2531,0,"data/chess.com IDs 22001-23000.csv"
"Result","character",6,0,2348,183,"data/chess.com IDs 22001-23000.csv"
"ECO","character",269,0,1000,1531,"data/chess.com IDs 22001-23000.csv"
"WhiteElo","integer",767,0,2531,0,"data/chess.com IDs 22001-23000.csv"
"BlackElo","integer",794,0,2531,0,"data/chess.com IDs 22001-23000.csv"
"Annotator","logical",1,2531,0,0,"data/chess.com IDs 22001-23000.csv"
"Source","logical",1,2531,0,0,"data/chess.com IDs 22001-23000.csv"
"Remark","character",4,0,113,2418,"data/chess.com IDs 22001-23000.csv"
"pgn","character",1001,0,1000,1531,"data/chess.com IDs 22001-23000.csv"
"ID","character",2524,0,2531,0,"data/chess.com IDs 22001-23000.csv"
"Time","character",130,0,1531,1000,"data/chess.com IDs 22001-23000.csv"
"Moves","character",85,0,1531,1000,"data/chess.com IDs 22001-23000.csv"
"Termination","character",6,0,1531,1000,"data/chess.com IDs 22001-23000.csv"
"Site","character",59,0,1000,1543,"data/chess.com IDs 23001-24000.csv"
"Date","character",3,0,1000,1543,"data/chess.com IDs 23001-24000.csv"
"Round","character",17,0,1000,1543,"data/chess.com IDs 23001-24000.csv"
"White","character",1263,0,2543,0,"data/chess.com IDs 23001-24000.csv"
"Black","character",1232,0,2543,0,"data/chess.com IDs 23001-24000.csv"
"Result","character",6,0,2331,212,"data/chess.com IDs 23001-24000.csv"
"ECO","character",258,0,1000,1543,"data/chess.com IDs 23001-24000.csv"
"WhiteElo","integer",770,0,2543,0,"data/chess.com IDs 23001-24000.csv"
"BlackElo","integer",801,0,2543,0,"data/chess.com IDs 23001-24000.csv"
"Annotator","logical",1,2543,0,0,"data/chess.com IDs 23001-24000.csv"
"Source","logical",1,2543,0,0,"data/chess.com IDs 23001-24000.csv"
"Remark","character",5,0,227,2316,"data/chess.com IDs 23001-24000.csv"
"pgn","character",1001,0,1000,1543,"data/chess.com IDs 23001-24000.csv"
"ID","character",2542,0,2543,0,"data/chess.com IDs 23001-24000.csv"
"Time","character",128,0,1543,1000,"data/chess.com IDs 23001-24000.csv"
"Moves","character",83,0,1543,1000,"data/chess.com IDs 23001-24000.csv"
"Termination","character",6,0,1543,1000,"data/chess.com IDs 23001-24000.csv"
"Site","character",42,0,1000,1497,"data/chess.com IDs 24001-25000.csv"
"Date","character",5,0,1000,1497,"data/chess.com IDs 24001-25000.csv"
"Round","character",24,0,1000,1497,"data/chess.com IDs 24001-25000.csv"
"White","character",1215,0,2497,0,"data/chess.com IDs 24001-25000.csv"
"Black","character",1166,0,2497,0,"data/chess.com IDs 24001-25000.csv"
"Result","character",6,0,2288,209,"data/chess.com IDs 24001-25000.csv"
"ECO","character",277,0,1000,1497,"data/chess.com IDs 24001-25000.csv"
"WhiteElo","integer",796,0,2497,0,"data/chess.com IDs 24001-25000.csv"
"BlackElo","integer",772,0,2497,0,"data/chess.com IDs 24001-25000.csv"
"Annotator","logical",1,2497,0,0,"data/chess.com IDs 24001-25000.csv"
"Source","logical",1,2497,0,0,"data/chess.com IDs 24001-25000.csv"
"Remark","character",7,0,423,2074,"data/chess.com IDs 24001-25000.csv"
"pgn","character",1001,0,1000,1497,"data/chess.com IDs 24001-25000.csv"
"ID","character",2496,0,2497,0,"data/chess.com IDs 24001-25000.csv"
"Time","character",138,1,1496,1000,"data/chess.com IDs 24001-25000.csv"
"Moves","character",84,0,1497,1000,"data/chess.com IDs 24001-25000.csv"
"Termination","character",6,0,1497,1000,"data/chess.com IDs 24001-25000.csv"
"Site","character",40,0,1000,1524,"data/chess.com IDs 25001-26000.csv"
"Date","character",3,0,1000,1524,"data/chess.com IDs 25001-26000.csv"
"Round","character",32,0,1000,1524,"data/chess.com IDs 25001-26000.csv"
"White","character",1159,0,2524,0,"data/chess.com IDs 25001-26000.csv"
"Black","character",1154,0,2524,0,"data/chess.com IDs 25001-26000.csv"
"Result","character",6,0,2309,215,"data/chess.com IDs 25001-26000.csv"
"ECO","character",283,0,1000,1524,"data/chess.com IDs 25001-26000.csv"
"WhiteElo","integer",792,0,2524,0,"data/chess.com IDs 25001-26000.csv"
"BlackElo","integer",776,0,2524,0,"data/chess.com IDs 25001-26000.csv"
"Annotator","logical",1,2524,0,0,"data/chess.com IDs 25001-26000.csv"
"Source","logical",1,2524,0,0,"data/chess.com IDs 25001-26000.csv"
"Remark","character",3,0,80,2444,"data/chess.com IDs 25001-26000.csv"
"pgn","character",1001,0,1000,1524,"data/chess.com IDs 25001-26000.csv"
"ID","character",2523,0,2524,0,"data/chess.com IDs 25001-26000.csv"
"Time","character",140,0,1524,1000,"data/chess.com IDs 25001-26000.csv"
"Moves","character",80,0,1524,1000,"data/chess.com IDs 25001-26000.csv"
"Termination","character",6,0,1524,1000,"data/chess.com IDs 25001-26000.csv"
"Site","character",18,0,999,1488,"data/chess.com IDs 26001-27000.csv"
"Date","character",4,0,1000,1487,"data/chess.com IDs 26001-27000.csv"
"Round","character",21,0,1000,1487,"data/chess.com IDs 26001-27000.csv"
"White","character",1161,0,2487,0,"data/chess.com IDs 26001-27000.csv"
"Black","character",1064,0,2487,0,"data/chess.com IDs 26001-27000.csv"
"Result","character",6,0,2279,208,"data/chess.com IDs 26001-27000.csv"
"ECO","character",264,0,1000,1487,"data/chess.com IDs 26001-27000.csv"
"WhiteElo","integer",769,0,2487,0,"data/chess.com IDs 26001-27000.csv"
"BlackElo","integer",805,0,2487,0,"data/chess.com IDs 26001-27000.csv"
"Annotator","logical",1,2487,0,0,"data/chess.com IDs 26001-27000.csv"
"Source","logical",1,2487,0,0,"data/chess.com IDs 26001-27000.csv"
"Remark","character",2,0,153,2334,"data/chess.com IDs 26001-27000.csv"
"pgn","character",1001,0,1000,1487,"data/chess.com IDs 26001-27000.csv"
"ID","character",2487,0,2487,0,"data/chess.com IDs 26001-27000.csv"
"Time","character",137,1,1486,1000,"data/chess.com IDs 26001-27000.csv"
"Moves","character",77,0,1487,1000,"data/chess.com IDs 26001-27000.csv"
"Termination","character",6,0,1487,1000,"data/chess.com IDs 26001-27000.csv"
"Site","character",22,0,1000,1496,"data/chess.com IDs 27001-28000.csv"
"Date","character",2,0,1000,1496,"data/chess.com IDs 27001-28000.csv"
"Round","character",23,0,1000,1496,"data/chess.com IDs 27001-28000.csv"
"White","character",1158,0,2496,0,"data/chess.com IDs 27001-28000.csv"
"Black","character",1120,0,2496,0,"data/chess.com IDs 27001-28000.csv"
"Result","character",6,0,2297,199,"data/chess.com IDs 27001-28000.csv"
"ECO","character",291,0,1000,1496,"data/chess.com IDs 27001-28000.csv"
"WhiteElo","integer",804,0,2496,0,"data/chess.com IDs 27001-28000.csv"
"BlackElo","integer",793,0,2496,0,"data/chess.com IDs 27001-28000.csv"
"Annotator","logical",1,2496,0,0,"data/chess.com IDs 27001-28000.csv"
"Source","logical",1,2496,0,0,"data/chess.com IDs 27001-28000.csv"
"Remark","character",3,0,73,2423,"data/chess.com IDs 27001-28000.csv"
"pgn","character",1001,0,1000,1496,"data/chess.com IDs 27001-28000.csv"
"ID","character",2496,0,2496,0,"data/chess.com IDs 27001-28000.csv"
"Time","character",131,0,1496,1000,"data/chess.com IDs 27001-28000.csv"
"Moves","character",85,0,1496,1000,"data/chess.com IDs 27001-28000.csv"
"Termination","character",6,0,1496,1000,"data/chess.com IDs 27001-28000.csv"
"Site","character",36,0,999,1499,"data/chess.com IDs 28001-29000.csv"
"Date","character",3,0,1000,1498,"data/chess.com IDs 28001-29000.csv"
"Round","character",23,0,1000,1498,"data/chess.com IDs 28001-29000.csv"
"White","character",1129,0,2498,0,"data/chess.com IDs 28001-29000.csv"
"Black","character",1081,0,2498,0,"data/chess.com IDs 28001-29000.csv"
"Result","character",6,0,2295,203,"data/chess.com IDs 28001-29000.csv"
"ECO","character",289,0,1000,1498,"data/chess.com IDs 28001-29000.csv"
"WhiteElo","integer",775,0,2498,0,"data/chess.com IDs 28001-29000.csv"
"BlackElo","integer",795,0,2498,0,"data/chess.com IDs 28001-29000.csv"
"Annotator","logical",1,2498,0,0,"data/chess.com IDs 28001-29000.csv"
"Source","logical",1,2498,0,0,"data/chess.com IDs 28001-29000.csv"
"Remark","character",2,0,120,2378,"data/chess.com IDs 28001-29000.csv"
"pgn","character",1001,0,1000,1498,"data/chess.com IDs 28001-29000.csv"
"ID","character",2497,0,2498,0,"data/chess.com IDs 28001-29000.csv"
"Time","character",140,0,1498,1000,"data/chess.com IDs 28001-29000.csv"
"Moves","character",81,0,1498,1000,"data/chess.com IDs 28001-29000.csv"
"Termination","character",6,0,1498,1000,"data/chess.com IDs 28001-29000.csv"
"Site","character",35,0,998,1514,"data/chess.com IDs 29001-30000.csv"
"Date","character",4,0,1000,1512,"data/chess.com IDs 29001-30000.csv"
"Round","character",26,0,1000,1512,"data/chess.com IDs 29001-30000.csv"
"White","character",1164,0,2512,0,"data/chess.com IDs 29001-30000.csv"
"Black","character",1105,0,2512,0,"data/chess.com IDs 29001-30000.csv"
"Result","character",6,0,2316,196,"data/chess.com IDs 29001-30000.csv"
"ECO","character",291,0,1000,1512,"data/chess.com IDs 29001-30000.csv"
"WhiteElo","integer",800,0,2512,0,"data/chess.com IDs 29001-30000.csv"
"BlackElo","integer",790,0,2512,0,"data/chess.com IDs 29001-30000.csv"
"Annotator","logical",1,2512,0,0,"data/chess.com IDs 29001-30000.csv"
"Source","logical",1,2512,0,0,"data/chess.com IDs 29001-30000.csv"
"Remark","character",3,0,256,2256,"data/chess.com IDs 29001-30000.csv"
"pgn","character",1001,0,1000,1512,"data/chess.com IDs 29001-30000.csv"
"ID","character",2512,0,2512,0,"data/chess.com IDs 29001-30000.csv"
"Time","character",134,1,1511,1000,"data/chess.com IDs 29001-30000.csv"
"Moves","character",80,0,1512,1000,"data/chess.com IDs 29001-30000.csv"
"Termination","character",6,0,1512,1000,"data/chess.com IDs 29001-30000.csv"
"Site","character",29,0,1000,1473,"data/chess.com IDs 30001-31000.csv"
"Date","character",2,0,1000,1473,"data/chess.com IDs 30001-31000.csv"
"Round","character",23,0,1000,1473,"data/chess.com IDs 30001-31000.csv"
"White","character",1130,0,2473,0,"data/chess.com IDs 30001-31000.csv"
"Black","character",1065,0,2473,0,"data/chess.com IDs 30001-31000.csv"
"Result","character",6,0,2289,184,"data/chess.com IDs 30001-31000.csv"
"ECO","character",310,0,1000,1473,"data/chess.com IDs 30001-31000.csv"
"WhiteElo","integer",768,0,2473,0,"data/chess.com IDs 30001-31000.csv"
"BlackElo","integer",787,0,2473,0,"data/chess.com IDs 30001-31000.csv"
"Annotator","logical",1,2473,0,0,"data/chess.com IDs 30001-31000.csv"
"Source","logical",1,2473,0,0,"data/chess.com IDs 30001-31000.csv"
"Remark","character",2,0,152,2321,"data/chess.com IDs 30001-31000.csv"
"pgn","character",1001,0,1000,1473,"data/chess.com IDs 30001-31000.csv"
"ID","character",2473,0,2473,0,"data/chess.com IDs 30001-31000.csv"
"Time","character",130,0,1473,1000,"data/chess.com IDs 30001-31000.csv"
"Moves","character",85,0,1473,1000,"data/chess.com IDs 30001-31000.csv"
"Termination","character",6,0,1473,1000,"data/chess.com IDs 30001-31000.csv"
"Site","character",27,0,997,1487,"data/chess.com IDs 31001-32000.csv"
"Date","character",3,0,1000,1484,"data/chess.com IDs 31001-32000.csv"
"Round","character",23,0,1000,1484,"data/chess.com IDs 31001-32000.csv"
"White","character",1155,0,2484,0,"data/chess.com IDs 31001-32000.csv"
"Black","character",1115,0,2484,0,"data/chess.com IDs 31001-32000.csv"
"Result","character",6,0,2289,195,"data/chess.com IDs 31001-32000.csv"
"ECO","character",294,0,1000,1484,"data/chess.com IDs 31001-32000.csv"
"WhiteElo","integer",768,0,2484,0,"data/chess.com IDs 31001-32000.csv"
"BlackElo","integer",767,0,2484,0,"data/chess.com IDs 31001-32000.csv"
"Annotator","logical",1,2484,0,0,"data/chess.com IDs 31001-32000.csv"
"Source","logical",1,2484,0,0,"data/chess.com IDs 31001-32000.csv"
"Remark","character",3,0,317,2167,"data/chess.com IDs 31001-32000.csv"
"pgn","character",1001,0,1000,1484,"data/chess.com IDs 31001-32000.csv"
"ID","character",2482,0,2484,0,"data/chess.com IDs 31001-32000.csv"
"Time","character",136,2,1482,1000,"data/chess.com IDs 31001-32000.csv"
"Moves","character",80,0,1484,1000,"data/chess.com IDs 31001-32000.csv"
"Termination","character",6,0,1484,1000,"data/chess.com IDs 31001-32000.csv"
"Site","character",12,0,1000,1485,"data/chess.com IDs 32001-33000.csv"
"Date","character",2,0,1000,1485,"data/chess.com IDs 32001-33000.csv"
"Round","character",21,0,1000,1485,"data/chess.com IDs 32001-33000.csv"
"White","character",1133,0,2485,0,"data/chess.com IDs 32001-33000.csv"
"Black","character",1159,0,2485,0,"data/chess.com IDs 32001-33000.csv"
"Result","character",6,0,2323,162,"data/chess.com IDs 32001-33000.csv"
"ECO","character",280,0,1000,1485,"data/chess.com IDs 32001-33000.csv"
"WhiteElo","integer",737,0,2485,0,"data/chess.com IDs 32001-33000.csv"
"BlackElo","integer",761,0,2485,0,"data/chess.com IDs 32001-33000.csv"
"Annotator","logical",1,2485,0,0,"data/chess.com IDs 32001-33000.csv"
"Source","logical",1,2485,0,0,"data/chess.com IDs 32001-33000.csv"
"Remark","logical",1,2485,0,0,"data/chess.com IDs 32001-33000.csv"
"pgn","character",1001,0,1000,1485,"data/chess.com IDs 32001-33000.csv"
"ID","character",2481,0,2485,0,"data/chess.com IDs 32001-33000.csv"
"Time","character",130,4,1481,1000,"data/chess.com IDs 32001-33000.csv"
"Moves","character",77,0,1485,1000,"data/chess.com IDs 32001-33000.csv"
"Termination","character",6,0,1485,1000,"data/chess.com IDs 32001-33000.csv"
"Site","character",23,0,1000,1529,"data/chess.com IDs 33001-34000.csv"
"Date","character",2,0,1000,1529,"data/chess.com IDs 33001-34000.csv"
"Round","character",22,0,1000,1529,"data/chess.com IDs 33001-34000.csv"
"White","character",1120,0,2529,0,"data/chess.com IDs 33001-34000.csv"
"Black","character",1116,0,2529,0,"data/chess.com IDs 33001-34000.csv"
"Result","character",6,0,2298,231,"data/chess.com IDs 33001-34000.csv"
"ECO","character",293,0,1000,1529,"data/chess.com IDs 33001-34000.csv"
"WhiteElo","integer",751,0,2529,0,"data/chess.com IDs 33001-34000.csv"
"BlackElo","integer",778,0,2529,0,"data/chess.com IDs 33001-34000.csv"
"Annotator","logical",1,2529,0,0,"data/chess.com IDs 33001-34000.csv"
"Source","logical",1,2529,0,0,"data/chess.com IDs 33001-34000.csv"
"Remark","character",4,0,342,2187,"data/chess.com IDs 33001-34000.csv"
"pgn","character",1001,0,1000,1529,"data/chess.com IDs 33001-34000.csv"
"ID","character",2527,0,2529,0,"data/chess.com IDs 33001-34000.csv"
"Time","character",127,3,1526,1000,"data/chess.com IDs 33001-34000.csv"
"Moves","character",84,0,1529,1000,"data/chess.com IDs 33001-34000.csv"
"Termination","character",6,0,1529,1000,"data/chess.com IDs 33001-34000.csv"
"Site","character",50,0,999,1513,"data/chess.com IDs 34001-35000.csv"
"Date","character",3,0,1000,1512,"data/chess.com IDs 34001-35000.csv"
"Round","character",21,0,1000,1512,"data/chess.com IDs 34001-35000.csv"
"White","character",1166,0,2512,0,"data/chess.com IDs 34001-35000.csv"
"Black","character",1167,0,2512,0,"data/chess.com IDs 34001-35000.csv"
"Result","character",6,0,2288,224,"data/chess.com IDs 34001-35000.csv"
"ECO","character",308,0,1000,1512,"data/chess.com IDs 34001-35000.csv"
"WhiteElo","integer",791,0,2512,0,"data/chess.com IDs 34001-35000.csv"
"BlackElo","integer",808,0,2512,0,"data/chess.com IDs 34001-35000.csv"
"Annotator","logical",1,2512,0,0,"data/chess.com IDs 34001-35000.csv"
"Source","logical",1,2512,0,0,"data/chess.com IDs 34001-35000.csv"
"Remark","character",2,0,326,2186,"data/chess.com IDs 34001-35000.csv"
"pgn","character",1001,0,1000,1512,"data/chess.com IDs 34001-35000.csv"
"ID","character",2512,0,2512,0,"data/chess.com IDs 34001-35000.csv"
"Time","character",132,3,1509,1000,"data/chess.com IDs 34001-35000.csv"
"Moves","character",86,0,1512,1000,"data/chess.com IDs 34001-35000.csv"
"Termination","character",6,0,1512,1000,"data/chess.com IDs 34001-35000.csv"
"Site","character",50,0,1000,1507,"data/chess.com IDs 35001-36000.csv"
"Date","character",3,0,1000,1507,"data/chess.com IDs 35001-36000.csv"
"Round","character",19,0,1000,1507,"data/chess.com IDs 35001-36000.csv"
"White","character",1183,0,2507,0,"data/chess.com IDs 35001-36000.csv"
"Black","character",1155,0,2507,0,"data/chess.com IDs 35001-36000.csv"
"Result","character",6,0,2295,212,"data/chess.com IDs 35001-36000.csv"
"ECO","character",303,0,1000,1507,"data/chess.com IDs 35001-36000.csv"
"WhiteElo","integer",773,0,2507,0,"data/chess.com IDs 35001-36000.csv"
"BlackElo","integer",806,0,2507,0,"data/chess.com IDs 35001-36000.csv"
"Annotator","logical",1,2507,0,0,"data/chess.com IDs 35001-36000.csv"
"Source","logical",1,2507,0,0,"data/chess.com IDs 35001-36000.csv"
"Remark","character",3,0,62,2445,"data/chess.com IDs 35001-36000.csv"
"pgn","character",1001,0,1000,1507,"data/chess.com IDs 35001-36000.csv"
"ID","character",2507,0,2507,0,"data/chess.com IDs 35001-36000.csv"
"Time","character",136,5,1502,1000,"data/chess.com IDs 35001-36000.csv"
"Moves","character",81,0,1507,1000,"data/chess.com IDs 35001-36000.csv"
"Termination","character",6,0,1507,1000,"data/chess.com IDs 35001-36000.csv"
"Site","character",49,0,999,1464,"data/chess.com IDs 36001-37000.csv"
"Date","character",4,0,1000,1463,"data/chess.com IDs 36001-37000.csv"
"Round","character",15,0,1000,1463,"data/chess.com IDs 36001-37000.csv"
"White","character",1158,0,2463,0,"data/chess.com IDs 36001-37000.csv"
"Black","character",1090,0,2463,0,"data/chess.com IDs 36001-37000.csv"
"Result","character",6,0,2253,210,"data/chess.com IDs 36001-37000.csv"
"ECO","character",326,0,1000,1463,"data/chess.com IDs 36001-37000.csv"
"WhiteElo","integer",766,0,2463,0,"data/chess.com IDs 36001-37000.csv"
"BlackElo","integer",780,0,2463,0,"data/chess.com IDs 36001-37000.csv"
"Annotator","logical",1,2463,0,0,"data/chess.com IDs 36001-37000.csv"
"Source","logical",1,2463,0,0,"data/chess.com IDs 36001-37000.csv"
