"Site","Date","Round","White","Black","Result","ECO","WhiteElo","BlackElo","Annotator","Source","Remark","pgn","ID","Time","Moves","Termination"
"","","","EmilioB","Nathan101","0-1","",1373,1425,NA,NA,NA,"","l_689","              6 min","38","time"
"London (England)","1858.??.??","?","Medley George W (ENG)","Morphy Paul","0-1","C60",0,2680,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bb5 Nge7 4.c3 a6 5.Ba4 b5 6.Bb3 d5 7.exd5 Nxd5 8.d4 exd4 9.Nxd4 Nxd4 10.Qxd4 Be6 11.O-O c5 12.Qe5 c4 13.Bc2 Bd6 14.Qd4 O-O 15.Qe4 g6 16.Qf3 Qh4 17.g3 Qh3 18.Be4 Nc7 19.Bf4 Rad8 20.Bxd6 Rxd6 21.Qf4 Rfd8 22.Bg2 Qh5 23.Bf3 Qc5 24.Na3 Nd5 25.Qe5 f6 26.Qe2 Nxc3 27.bxc3 Qxa3 28.Qe3 Bh3 29.Rfd1 Qxa2 30.Qe7 Qb2 31.Qxd8+ Rxd8 32.Rxd8+ Kg7 33.Re1 Qxc3 34.Re7+ Kh6 35.Re3 Qb2 36.Rd1 c3 37.Ree1 c2 38.Rc1 b4 39.Be4 b3 0-1')"">","o_690","","",""
"","","","RoBo09","lemmechess","0-1","",883,1234,NA,NA,NA,"","l_690","              20 min","44","resignation"
"London (England)","1858.??.??","?","Morphy Paul","Amateur1","1-0","C51",2680,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.cxd4 Bb6 8.Bg5 Nge7 9.Nc3 O-O 10.d5 Na5 11.d6 cxd6 12.Nd5 Nac6 13.Nxe7+ Nxe7 14.Qxd6 Re8 15.Rc1 Ba5+ 16.Kf1 Kf8 17.Qf4 d5 18.Bb5 Bd7 19.Ne5 Bxb5+ 20.Kg1 f5 21.exf5 Qb6 22.f6 Ng8 23.f7 Rec8 24.fxg8Q+ Kxg8 25.Qf7+ Kh8 26.Rxc8+ Rxc8 27.Qxd5 h6 28.Nf7+ Kh7 29.Qf5+ Qg6 30.Qxc8 Qb1+ 31.Qc1 Qf5 32.Be3 Qxf7 33.Qb1+ 1-0')"">","o_691","","",""
"London (England)","1858.??.??","?","Morphy Paul","Barnes Thomas W (ENG)","0-1","B00",2680,0,NA,NA,NA,"1.e4 f6 2.d4 e6 3.Bd3 Ne7 4.Be3 d5 5.Nc3 dxe4 6.Nxe4 Nd5 7.Nh3 Be7 8.Qh5+ g6 9.Qh6 Bf8 10.Qh4 Bg7 11.O-O O-O 12.c4 Nxe3 13.fxe3 f5 14.Neg5 h6 15.Nf3 e5 16.Qxd8 Rxd8 17.Bc2 exd4 18.exd4 Bxd4+ 19.Nxd4 Rxd4 20.Rfe1 Kf7 21.c5 Be6 22.Rad1 Nc6 23.Rxd4 Nxd4 24.Ba4 g5 25.Rd1 Rd8 26.a3 f4 27.Nf2 Ne2+ 28.Kf1 Rxd1+ 29.Bxd1 Nd4 30.Ke1 Kf6 31.Kd2 Nb3+ 32.Bxb3 Bxb3 33.Ng4+ Kg6 34.g3 h5 35.Nf2 Kf5 36.Kc3 Bd5 37.Kd4 c6 38.b4 Bg2 39.gxf4 Kxf4 40.a4 Bf1 41.Ne4 h4 42.Nd2 Be2 43.Ne4 g4 44.Nf2 Kf3 45.Ne4 Bf1 46.Ke5 Bd3 47.Ng5+ Kg2 48.Kd6 Kxh2 49.Kc7 Kg3 50.Kxb7 h3 0-1')"">","o_692","","",""
"","","","javier","StPerkele","0-1","",1132,1588,NA,NA,NA,"","c_692","15 minutes","4","resignation"
"","","","BrainyAzn","nanotech22","1-0","",1219,1301,NA,NA,NA,"","l_692","              15|10","4","resignation"
"London (England)","1858.??.??","?","Morphy Paul","Barnes Thomas W (ENG)","0-1","C30",2680,0,NA,NA,NA,"1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.b4 Bb6 5.Bc4 Nf6 6.Qe2 Nc6 7.c3 O-O 8.d3 exf4 9.Bxf4 d5 10.Bb3 dxe4 11.dxe4 Bg4 12.Nbd2 Nh5 13.Be3 Ne5 14.O-O-O Nd3+ 15.Kc2 Nhf4 16.Bxf4 Nxf4 17.Qf1 Qe7 18.h3 Bh5 19.g4 Bg6 20.Kb2 Rad8 21.Nd4 Bxd4 22.Qxf4 Be5 23.Qe3 Qxb4 24.h4 h5 25.Nc4 Qe7 26.Rxd8 Rxd8 27.gxh5 Bxh5 28.Qg5 Qxg5 29.hxg5 Bf3 30.Rf1 Be2 31.Nxe5 Bxf1 32.g6 Kf8 33.gxf7 Rd6 34.Nf3 Rf6 35.Ng5 Rf2+ 36.Ka3 c5 37.Bd5 b5 38.Nh7+ Ke7 39.f8Q+ Rxf8 40.Nxf8 Kxf8 41.e5 g5 42.Bf3 Bh3 43.c4 bxc4 44.Kb2 g4 45.Bd5 g3 46.Kc3 Be6 47.Bc6 Ke7 48.a3 Bd7 49.Bd5 Be6 50.Bf3 Kd7 51.Kd2 Bh3 52.Ke3 Ke6 53.Be2 c3 0-1')"">","o_693","","",""
"","","","mIcO","florescent","0-1","",1073,1449,NA,NA,NA,"","c_693","2 weeks","13","time"
"London (England)","1858.??.??","?","Morphy Paul","Barnes Thomas W (ENG)","1-0","C55",2680,0,NA,NA,NA,"1.e4 e5 2.Bc4 Nf6 3.Nf3 Nxe4 4.Nc3 Nxc3 5.dxc3 f6 6.O-O Nc6 7.Nh4 Qe7 8.Nf5 Qc5 9.Bb3 d5 10.Be3 Qa5 11.Nh4 Be6 12.Qh5+ g6 13.Nxg6 Bf7 14.Qh4 Bxg6 15.Qxf6 Rg8 16.Rad1 Be7 17.Qe6 Bf7 18.Qh3 Nd8 19.f4 e4 20.Rxd5 Bxd5 21.Qh5+ Kf8 22.Bxd5 Rg7 23.b4 Qa6 24.f5 Nf7 25.f6 Bxf6 26.b5 Qd6 27.Bxf7 b6 28.Bh6 Ke7 29.Bxg7 Bxg7 30.Bb3 Rf8 31.Rf7+ Rxf7 32.Qxf7+ Kd8 33.Qxg7 Qd1+ 34.Kf2 Qd2+ 35.Kg3 e3 36.Qf6+ Kc8 37.Be6+ Kb7 38.Qf3+ 1-0')"">","o_694","","",""
"","","","brat32","nicknickzz","1-0","",1361,1039,NA,NA,NA,"","c_694","13 minutes","25—?,","resignation"
"London (England)","1858.??.??","?","Morphy Paul","Bird Henry E (ENG)","1-0","C39",2680,0,NA,NA,NA,"1.e4 e5 2.f4 exf4 3.Nf3 g5 4.h4 g4 5.Ne5 Nf6 6.Bc4 d5 7.exd5 Bd6 8.d4 Nh5 9.Nc3 Bf5 10.Ne2 Bxe5 11.dxe5 f3 12.gxf3 gxf3 13.Bg5 f6 14.exf6 Qd6 15.Qd4 fxe2 16.Bxe2 Qg3+ 17.Kd2 O-O 18.Rag1 1-0')"">","o_695","","",""
"","","","davidlo51","erik","0-1","",1147,1585,NA,NA,NA,"","c_695","1 week","24","resignation"
"","","","HUGOCHAVEZ1970","drz","1-0","",1922,1644,NA,NA,NA,"","l_695","              2 min","34","resignation"
"London (England)","1858.??.??","?","Morphy Paul","Bird Henry E (ENG)","1-0","C51",2680,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.cxd4 Bb6 8.O-O d6 9.d5 Na5 10.e5 Nxc4 11.Qa4+ Bd7 12.Qxc4 dxe5 13.Nxe5 Qf6 14.Nxd7 Kxd7 15.Qg4+ Ke8 16.Bg5 Qg6 17.Nc3 Nf6 18.Rae1+ Kf8 19.Qb4+ Kg8 20.Bxf6 Qxf6 21.Ne4 Qg6 22.Kh1 h5 23.f4 h4 24.f5 Qh5 25.Rf4 f6 26.Nxf6+ gxf6 27.Rg4+ Qxg4 28.Qxg4+ Kf8 29.Re6 Rh6 30.Qf4 Kg7 31.Re7+ 1-0')"">","o_696","","",""
"","","","alctay","stretchboy","0-1","",1593,1662,NA,NA,NA,"","c_696","1 day","14","checkmate"
"","","","Noble_Pawn","nvrmind","","",1021,852,NA,NA,NA,"","l_696","              10 min","31","resignation"
"London (England)","1858.??.??","?","Morphy Paul","Boden Samuel S (ENG)","1-0","C30",2680,0,NA,NA,NA,"1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.c3 Bg4 5.Be2 Nc6 6.b4 Bb6 7.b5 Na5 8.d4 Bxf3 9.Bxf3 exd4 10.cxd4 Qf6 11.Be3 Nc4 12.Bf2 Qxf4 13.O-O Nf6 14.Qd3 Na5 15.Nc3 O-O 16.g3 Qh6 17.Kg2 Rae8 18.Rae1 Kh8 19.Be3 Qg6 20.Ne2 h6 21.Bd2 d5 22.Nf4 Qh7 23.e5 Qxd3 24.Nxd3 Nc4 25.Bb4 Ne4 26.Bxf8 Rxf8 27.Nf4 Ned2 28.Bxd5 Nxf1 29.Bxc4 Nd2 30.Bd5 Bxd4 31.e6 g5 32.e7 Re8 33.Bxf7 gxf4 34.gxf4 Rxe7 35.Rxe7 1-0')"">","o_697","","",""
"","","","hedo15","florescent","0-1","",1039,1361,NA,NA,NA,"","c_697","2 days","25—?,","time"
"","","","bulbulameer","dchuongd02","1-0","",1468,1408,NA,NA,NA,"","l_697","              10 min","97","resignation"
"London (England)","1858.??.??","?","Morphy Paul","Boden Samuel S (ENG)","1-0","C51",2680,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bb6 5.a4 a6 6.c3 d6 7.d3 Nf6 8.Qb3 Qe7 9.Bg5 h6 10.Bh4 Nd8 11.Nbd2 g5 12.Bg3 Nh5 13.h3 Qf8 14.O-O-O Ne6 15.Nh2 Nhf4 16.Ng4 Qg7 17.Kb1 h5 18.Ne3 Bxe3 19.fxe3 Nxg2 20.Bf2 Nh4 21.Bxh4 gxh4 22.Rhg1 Qh6 23.Nf3 Qxe3 24.Nxh4 Qxh3 25.Nf5 Bd7 26.Qa2 Nf4 27.Rg3 Bxf5 28.Rxh3 Bxh3 29.Bxf7+ Kd7 30.d4 Bg4 31.Rd2 Ke7 32.Qc4 c6 33.dxe5 dxe5 34.Rf2 Rad8 35.Qc5+ Kf6 36.Bb3 Rhe8 37.a5 Rd3 38.Qc4 Rd7 39.Ka2 Red8 40.Ka3 Kg5 41.Qc5 Kf6 42.Rxf4+ exf4 43.e5+ Kg6 44.Bc2+ Rd3 45.Qe7 R8d7 46.Qf6+ Kh7 47.e6 R7d6 48.Qf7+ Kh6 49.Qxf4+ Kg7 50.Qg5+ Kh8 51.Qh6+ Kg8 52.Qg6+ Kh8 53.Bxd3 1-0')"">","o_698","","",""
"","","","BOYLE","nicknickzz","1-0","",1067,897,NA,NA,NA,"","c_698","1 day","11","time"
"","","","Grujic","Golbat","1-0","",2019,1949,NA,NA,NA,"","l_698","              1 min","65","checkmate"
"London (England)","1858.??.??","?","Morphy Paul","Boden Samuel S (ENG)","1-0","C58",2680,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5 6.d3 h6 7.Nf3 Nxc4 8.dxc4 Bd6 9.Nc3 a6 10.Be3 b6 11.h3 O-O 12.a3 Qe7 13.Qd2 Bf5 14.Qe2 Bh7 15.g4 Ne4 16.Nxe4 Bxe4 17.Rg1 Qf6 18.Rg3 Bxf3 19.Rxf3 Qh4 20.Rg3 e4 21.Rg1 Qxh3 22.O-O-O Qf3 23.Qd2 a5 24.Kb1 f6 25.Rh1 Kf7 26.Rdg1 Ke7 27.Qe1 Bf4 28.Rh4 Rg8 29.Rgh1 g5 30.Rxh6 Bxe3 31.fxe3 Raf8 32.Rf1 Qxg4 33.Qc3 Kd7 34.Rfxf6 Rxf6 35.Qxf6 Kc8 36.Rh7 Kb8 37.Qc6 Rc8 38.Rd7 Qg1+ 39.Ka2 Qxe3 40.d6 Qc5 41.Qxe4 Ka7 42.c3 a4 43.Qd5 Qxd5 44.cxd5 b5 45.dxc7 Kb6 46.d6 g4 47.Rd8 Kb7 48.d7 Rxc7 49.Rb8+ Kxb8 50.d8Q+ 1-0')"">","o_699","","",""
"","","","mbguess","Asgrim","1-0","",1639,1497,NA,NA,NA,"","l_699","              5 min","65","checkmate"
"London (England)","1858.??.??","?","Morphy Paul","Boden Samuel S (ENG)","1/2-1/2","C64",2680,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bb5 Bc5 4.c3 Qe7 5.O-O f6 6.d4 Bb6 7.Na3 Nd8 8.Nc4 Nf7 9.Ne3 c6 10.Nf5 Qf8 11.Ba4 g6 12.Ne3 d6 13.d5 Bd7 14.dxc6 bxc6 15.Nc4 Rc8 16.b3 Be6 17.Qd3 Qe7 18.Ba3 Bxc4 19.Qxc4 Kf8 20.Rad1 c5 21.Rd3 Ngh6 22.Kh1 Kg7 23.Bc1 Rhf8 24.g4 Nxg4 25.h3 Ngh6 26.Rg1 Kh8 27.Nh4 Rg8 28.Rdg3 g5 29.Nf5 Nxf5 30.exf5 Qb7+ 31.R1g2 d5 32.Qg4 Nh6 33.Qh5 Nxf5 34.Rf3 Ng7 35.Qh6 Bd8 36.Rxf6 Bxf6 37.Qxf6 Rcf8 38.Qxe5 Rf5 39.Qe3 d4 40.cxd4 Rf3 41.Qe2 cxd4 42.Bxg5 d3 43.Qd2 Qd5 44.b4 Rgf8 45.Bh6 Rxh3+ 46.Kg1 Rg8 47.Bg5 Qd4 48.Qf4 Qa1+ 49.Qc1 Qe5 50.Bh6 Ne8 51.Rxg8+ Kxg8 52.Bb3+ Kh8 53.Bf4 Qg7+ 54.Bg3 Rh5 55.Qd1 Re5 56.Qxd3 Re1+ 57.Kg2 1/2-1/2')"">","o_700","","",""
"","","","MrLong","uhu","0-1","",1171,1278,NA,NA,NA,"","l_700","              10 min","43","checkmate"
"London (England)","1858.??.??","?","Morphy Paul","Hampton H","1-0","C51",2680,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.Nc3 Nf6 10.e5 dxe5 11.Ba3 Bg4 12.Qb3 Bh5 13.dxe5 Ng4 14.Rad1 Qc8 15.e6 f6 16.Qb5 Bg6 17.Bd5 1-0')"">","o_701","","",""
"","","","nicknickzz","Polo","0-1","",856,1224,NA,NA,NA,"","c_701","1 day","17","time"
"London (England)","1858.??.??","?","Morphy Paul","Loewenthal Johann J (HUN)","1/2-1/2","C36",2680,0,NA,NA,NA,"1.e4 e5 2.f4 exf4 3.Bc4 d5 4.Bxd5 Nf6 5.Nf3 Nxd5 6.exd5 Qxd5 7.Nc3 Qh5 8.d4 Bd6 9.Qe2+ Kd8 10.O-O g5 11.Qb5 f5 12.Qd5 Nc6 13.Ne5 Rf8 14.Bd2 Ne7 15.Qc4 Rf6 16.Rae1 c6 17.Na4 Bd7 18.Nc5 Bc8 19.Rf3 g4 20.Rb3 b6 1/2-1/2')"">","o_702","","",""
"","","","hedo15","alctay","0-1","",1002,1464,NA,NA,NA,"","c_702","1 day","25—?,","time"
"London (England)","1858.??.??","2","Morphy Paul","Loewenthal Johann J (HUN)","1-0","C30",2680,0,NA,NA,NA,"1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.c3 Bg4 5.Bc4 Bxf3 6.Qxf3 Nf6 7.b4 Bb6 8.d3 Nbd7 9.f5 Qe7 10.g4 h6 11.Ke2 c6 12.g5 hxg5 13.Bxg5 d5 14.Bb3 Qd6 15.Nd2 a5 16.bxa5 Rxa5 17.h4 Nh5 18.Nf1 Nc5 19.Bc2 Rb5 20.Bc1 dxe4 21.dxe4 Rb2 22.Bxb2 Nf4+ 23.Ke1 Nfd3+ 24.Bxd3 Nxd3+ 25.Kd2 Nxb2+ 26.Kc2 Qa3 27.Nd2 Bc7 28.Nb1 1-0')"">","o_703","","",""
"","","","alctay","costito","1-0","",1472,1118,NA,NA,NA,"","c_703","3 weeks","14","time"
"","","","Juanflash","karamikaz","stalemate","",1334,1044,NA,NA,NA,"","l_703","              10 min","49","draw"
"London (England)","1858.??.??","4","Morphy Paul","Loewenthal Johann J (HUN)","1-0","C30",2680,0,NA,NA,NA,"1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.c3 Bg4 5.Be2 Bxf3 6.Bxf3 Nc6 7.b4 Bb6 8.b5 Nce7 9.d4 exf4 10.Bxf4 Ng6 11.Be3 Nf6 12.Nd2 O-O 13.O-O h6 14.a4 c6 15.Qe2 Re8 16.Qd3 d5 17.e5 Nd7 18.Bh5 Re6 19.a5 Bc7 20.Rxf7 Kxf7 21.Qf5+ Ke7 22.Bxg6 Qg8 23.Bf2 Nxe5 24.dxe5 Rf8 25.Bc5+ Kd8 26.Bxf8 Rxe5 27.Qf2 Qe6 28.b6 axb6 29.axb6 Qxg6 30.bxc7+ Kxc7 31.Rb1 1-0')"">","o_704","","",""
"","","","nicknickzz","andy","0-1","",1031,1788,NA,NA,NA,"","c_704","1 day","15","time"
"","","","Horacewink","branding","0-1","",1425,1263,NA,NA,NA,"","l_704","              6|3","41","resignation"
"London (England)","1858.??.??","6","Morphy Paul","Loewenthal Johann J (HUN)","1-0","B32",2680,0,NA,NA,NA,"1.e4 c5 2.d4 cxd4 3.Nf3 Nc6 4.Nxd4 e5 5.Nxc6 bxc6 6.Bc4 Nf6 7.O-O d5 8.exd5 cxd5 9.Bb5+ Bd7 10.Bxd7+ Qxd7 11.Re1 Bd6 12.Nc3 e4 13.Bg5 Ng4 14.Qxd5 Bxh2+ 15.Kh1 Qxd5 16.Nxd5 O-O 17.f3 exf3 18.gxf3 Ne5 19.Re3 f6 20.Kxh2 Rad8 21.Rxe5 fxg5 22.Kg3 h6 23.c4 Rf7 24.Rae1 Kf8 25.c5 g6 26.c6 Rc8 27.c7 Rcxc7 28.Re8+ Kg7 29.Nxc7 1-0')"">","o_705","","",""
"","","","Jill10teen","Bonzlibir","0-1","",1105,1496,NA,NA,NA,"","c_705","19 hours","2","time"
"","","","jdseymour","thelefthand","1-0","",1291,1008,NA,NA,NA,"","l_705","              15|10","33","resignation"
"London (England)","1858.??.??","8","Morphy Paul","Loewenthal Johann J (HUN)","0-1","C41",2680,0,NA,NA,NA,"1.e4 e5 2.Nf3 d6 3.d4 exd4 4.Qxd4 Bd7 5.Be3 Nf6 6.Nc3 Be7 7.Bc4 Nc6 8.Qd2 Ne5 9.Nxe5 dxe5 10.O-O O-O 11.f4 Bd6 12.f5 Bc6 13.Qe2 h6 14.Rad1 Qe7 15.Bd5 Bxd5 16.Nxd5 Nxd5 17.Rxd5 f6 18.Qg4 c6 19.Rd3 Bc5 20.Qg3 Rad8 21.Rfd1 Rxd3 22.Rxd3 Rd8 23.Bxc5 Qxc5+ 24.Qf2 Qxf2+ 25.Kxf2 Rxd3 26.cxd3 c5 27.g4 Kf8 28.a4 b6 29.Kg3 Kf7 30.Kh4 Kf8 31.Kh5 Kf7 32.b3 Kf8 33.Kg6 Kg8 34.h3 Kf8 35.h4 Kg8 36.g5 hxg5 37.hxg5 fxg5 38.Kxg5 Kf7 39.Kh4 Ke7 40.Kg4 Kf6 41.Kh5 a6 42.Kh4 g6 43.a5 bxa5 44.fxg6 Kxg6 45.Kg4 a4 46.bxa4 a5 47.Kf3 Kf6 48.Kf2 Kf7 49.Kg3 Kg7 50.Kf2 Kf6 51.Kg1 Kg5 52.Kg2 Kf4 53.Kf2 c4 54.dxc4 Kxe4 55.Ke2 Kd4 56.Kf3 Kxc4 57.Ke4 Kb4 58.Kxe5 Kxa4 59.Kd4 Kb3 0-1')"">","o_706","","",""
"","","","redrum-i","MiguelAR","","",1185,1181,NA,NA,NA,"","l_706","              10 min","20","resignation"
"London (England)","1858.??.??","12","Morphy Paul","Loewenthal Johann J (HUN)","1-0","C01",2680,0,NA,NA,NA,"1.e4 e6 2.d4 d5 3.exd5 exd5 4.Nf3 Nf6 5.Bd3 Be6 6.O-O Bd6 7.Nc3 c6 8.Ne5 Qb6 9.Be3 Nbd7 10.f4 Bxe5 11.fxe5 Ng4 12.Qd2 Nxe3 13.Qxe3 Qxb2 14.Ne2 Qa3 15.Nf4 Qe7 16.Rab1 O-O-O 17.Be2 Nb6 18.Qb3 Rd7 19.Nd3 Nc4 20.Nc5 Rc7 21.Qa4 b6 22.Bxc4 bxc5 23.Ba6+ Kd7 24.Bb7 Rd8 25.Bxc6+ 1-0')"">","o_707","","",""
"","","","otto","ebi","0-1","",1605,1549,NA,NA,NA,"","c_707","1 week","49","checkmate"
"London (England)","1858.??.??","14","Morphy Paul","Loewenthal Johann J (HUN)","1-0","C77",2680,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d4 exd4 6.e5 Ne4 7.O-O Nc5 8.Bxc6 dxc6 9.Nxd4 Ne6 10.Nxe6 Bxe6 11.Qe2 Bc5 12.Nc3 Qe7 13.Ne4 h6 14.Be3 Bxe3 15.Qxe3 Bf5 16.Ng3 Bxc2 17.f4 g6 18.e6 Bf5 19.Nxf5 gxf5 20.exf7+ Kxf7 21.Qh3 Qf6 22.Rae1 Rhe8 23.Re5 Kg6 24.Rfe1 Rxe5 25.Rxe5 Rd8 26.Qg3+ Kh7 27.h3 Rd7 28.Qe3 b6 29.Kh2 c5 30.Qe2 Qg6 31.Re6 Qg7 32.Qh5 Rd5 33.b3 b5 34.Rxa6 Rd6 35.Qxf5+ Qg6 36.Qxg6+ Kxg6 37.Ra5 Rb6 38.g4 c6 39.Kg3 h5 40.Ra7 hxg4 41.hxg4 Kf6 42.f5 Ke5 43.Re7+ Kd6 44.f6 Rb8 45.g5 Rf8 46.Kf4 c4 47.bxc4 bxc4 48.Kf5 c3 49.Re3 1-0')"">","o_708","","",""
"","","","IrishTxn","BOYLE","1-0","",1446,1109,NA,NA,NA,"","c_708","1 day","7","checkmate"
"","","","Bohemian","GAMESEVEN","1-0","",1297,1392,NA,NA,NA,"","l_708","              5 min","52","resignation"
"London (England)","1858.??.??","?","Morphy Paul","Medley George W (ENG)","1-0","C39",2680,0,NA,NA,NA,"1.e4 e5 2.f4 exf4 3.Nf3 g5 4.h4 g4 5.Ne5 Nf6 6.Bc4 d5 7.exd5 Bd6 8.d4 Nh5 9.Nc3 Bf5 10.Ne2 Qf6 11.Nxf4 Ng3 12.Nh5 Nxh5 13.Bg5 Bb4+ 14.c3 Qd6 15.O-O Ng7 16.Rxf5 Nxf5 17.Qxg4 Ne7 18.Re1 h5 19.Qf3 Rh7 20.Bb5+ c6 21.dxc6 bxc6 22.Nxc6 Nbxc6 23.Bxc6+ Kf8 24.Bxe7+ Qxe7 25.Rxe7 Bxe7 26.Bxa8 1-0')"">","o_709","","",""
"","","","scrdude","verusamo","1-0","",1515,1403,NA,NA,NA,"","c_709","1 month","34","time"
"","","","Gary_Karp_Lives","Dread_vo","","",1292,1395,NA,NA,NA,"","l_709","              15|10","20","resignation"
"London (England)","1858.??.??","?","Morphy Paul","Owen John (ENG)","0-1","B00",2680,0,NA,NA,NA,"1.e4 b6 2.d4 Bb7 3.Bd3 e6 4.Nh3 c5 5.c3 cxd4 6.cxd4 Nc6 7.Be3 Nb4 8.Nc3 Nxd3+ 9.Qxd3 Bb4 10.O-O Bxc3 11.bxc3 Nf6 12.e5 Nd5 13.c4 Ba6 14.Bd2 Rc8 15.Rac1 O-O 16.Qb3 Ne7 17.Bb4 Re8 18.Rfd1 Nf5 19.g4 Nh4 20.f4 f6 21.Be1 fxe5 22.dxe5 Qe7 23.Ng5 h6 24.Ne4 Bb7 25.Qd3 Rf8 26.Bxh4 Qxh4 27.Nf6+ Rxf6 28.exf6 Qxg4+ 29.Qg3 Qxg3+ 30.hxg3 Bc6 31.fxg7 Kxg7 32.Kf2 Kf6 33.g4 h5 34.g5+ Kf5 35.Ke3 h4 36.Rd2 h3 37.Rh2 Bg2 38.Rc2 d5 39.g6 dxc4 40.g7 Rg8 41.Rhxg2 hxg2 42.Rxg2 Kf6 43.Rc2 Rxg7 44.Rxc4 Rg3+ 45.Ke4 Ra3 46.Rc2 Ra4+ 0-1')"">","o_710","","",""
"","","","andy","alinarusu","1-0","",1743,1169,NA,NA,NA,"","c_710","1 day","22","resignation"
"","","","Fellen","570fishinglakes","1-0","",1384,1135,NA,NA,NA,"","l_710","              10 min","26","time"
"London (England)","1858.??.??","?","Morphy Paul","Staunton Howard (ENG)","1-0","B01",2680,0,NA,NA,NA,"1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd8 4.d4 Nf6 5.Bd3 Nc6 6.Be3 e6 7.Nf3 Bd6 8.O-O O-O 9.Qe2 b6 10.Bg5 Bb7 11.Ne4 Be7 12.Nxf6+ Bxf6 13.Qe4 g6 14.Qh4 Bxg5 15.Nxg5 h5 16.c3 Qf6 17.Rae1 Ne7 18.f4 Nf5 19.Qh3 Rfe8 20.Re5 Rad8 21.Rfe1 Ng7 22.g4 c5 23.Be4 Ba6 24.gxh5 Nxh5 25.Bf3 cxd4 26.Bxh5 gxh5 27.Qxh5 Qg7 28.Kf2 Qf6 29.Qh4 Bd3 30.Qg3 Bg6 31.f5 Bxf5 32.Ne4+ Qg6 33.Nf6+ Kf8 34.Qxg6 Bxg6 35.Nxe8 Kxe8 36.h4 d3 37.Ke3 Ke7 38.Kd2 Rd6 39.Rg5 Kf6 40.Rf1+ Bf5 41.Rg8 Rd5 42.h5 Re5 43.Rf2 Re4 44.Rh2 Bh7 45.Rh8 Kg7 46.Ra8 Kh6 47.Rxa7 Rf4 48.Rb7 e5 49.Rxb6+ f6 50.a4 e4 51.Re6 Rf3 52.a5 1-0')"">","o_711","","",""
"","","","dewangiri","alctay","1-0","",1482,1468,NA,NA,NA,"","c_711","3 weeks","27","resignation"
"","","","timmcg","micbal72","1-0","",1601,1271,NA,NA,NA,"","l_711","              5 min","18","checkmate"
"London (England)","1858.??.??","?","Owen John (ENG)","Morphy Paul","0-1","D40",0,2680,NA,NA,NA,"1.d4 e6 2.c4 d5 3.e3 Nf6 4.Nf3 c5 5.Nc3 Nc6 6.a3 Bd6 7.dxc5 Bxc5 8.b4 Bd6 9.cxd5 exd5 10.Be2 O-O 11.O-O a5 12.b5 Ne7 13.Bb2 Be6 14.Na4 Ne4 15.Nd4 Nc5 16.Nxe6 fxe6 17.Bg4 Nf5 18.Bxf5 Rxf5 19.Nxc5 Bxc5 20.Qg4 Qe7 21.Bd4 Bxd4 22.Qxd4 Rc8 23.Qb6 Rc2 24.Rac1 Rfxf2 25.Rxc2 Rxc2 26.Qxa5 h6 27.Rf2 Rc1+ 28.Rf1 Qc5 29.Qd2 Rc3 30.Qd4 Qxd4 31.exd4 Rxa3 32.Rc1 Kf7 33.Rc7+ Kf6 34.Rxb7 Rd3 35.Kf2 Rxd4 36.Ke3 e5 37.b6 Rb4 38.Rb8 Ke7 39.b7 Kd7 40.Rg8 Rxb7 41.Rxg7+ Kc6 42.Rg6+ Kc5 43.Rxh6 Rb3+ 44.Ke2 e4 45.Rh8 Kd4 46.Rg8 Rb2+ 47.Kd1 Kd3 0-1')"">","o_712","","",""
"","","","Blacklord_SI","rezalex","","",1439,1095,NA,NA,NA,"","c_712","7 days","20","time"
"","","","rakesh_1184","HalloweenGhost","0-1","",936,1445,NA,NA,NA,"","l_712","              15|10","31","checkmate"
